filename,width,height,class,xmin,ymin,xmax,ymax
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c13,549,206,570,225
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c14,581,207,602,226
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c15,621,204,646,226
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c16,659,205,689,222
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c17,704,205,731,221
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c18,754,206,785,223
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c19,791,211,815,225
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c20,832,213,853,227
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c21,867,211,893,228
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c22,910,213,931,227
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c23,44,264,66,284
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c24,81,270,101,283
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c25,121,272,145,283
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c26,157,266,181,286
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c27,194,269,221,285
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c28,233,262,258,287
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c29,273,269,295,286
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c30,308,267,332,287
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c31,348,272,370,285
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c32,386,273,413,287
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c33,427,271,449,288
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c34,468,273,487,290
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c35,499,274,521,288
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c36,531,272,549,289
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c37,569,269,597,289
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c38,607,271,642,288
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c39,653,268,682,289
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c40,687,275,714,289
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c41,722,265,760,291
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c42,763,273,787,293
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,c43,797,270,831,291
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v18,844,273,870,294
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v19,882,274,903,294
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v0,46,356,63,375
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v1,79,358,98,375
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v17,116,359,136,375
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v15,151,359,173,380
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v9,194,360,208,378
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v10,223,362,246,378
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v11,261,357,285,379
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v13,290,357,313,378
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v14,319,353,348,380
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v12,363,362,394,379
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v2,411,353,433,364
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,t4,443,350,466,365
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v16,480,361,500,375
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,t0,519,359,534,374
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,t1,555,355,573,372
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,t2,594,354,617,371
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,t3,633,359,650,374
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v3,668,360,693,373
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v4,708,358,730,375
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v5,740,358,758,367
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v6,782,363,806,377
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v7,823,368,843,382
WD040021_bmp.rf.355412148f8f7fa2cdbe73456971d74c.jpg,1080,1080,v8,858,368,879,378
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v0,26,964,55,987
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v0,32,1038,56,1058
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v1,66,967,93,988
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v1,63,1040,89,1059
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v17,100,966,132,986
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v17,101,1038,129,1060
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v9,175,966,203,985
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v9,179,1039,201,1056
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v10,205,966,234,985
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v10,210,1037,239,1056
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v11,242,958,266,984
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v11,248,1032,280,1056
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v13,269,962,299,987
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v13,283,1030,313,1055
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v14,300,958,334,985
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v14,313,1030,347,1056
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v12,359,1035,390,1057
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v12,341,963,373,985
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v15,142,964,174,988
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v15,144,1042,171,1061
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v2,388,960,426,978
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v2,410,1031,438,1052
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t4,434,961,467,984
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t4,444,1034,469,1053
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v16,476,961,508,981
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v16,481,1032,504,1051
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t0,520,964,544,981
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t0,521,1035,541,1048
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t1,558,963,586,984
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t1,566,1028,591,1047
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t2,598,959,631,981
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t2,605,1029,634,1047
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t3,651,965,675,981
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,t3,650,1030,674,1046
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v3,697,961,726,975
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v3,686,1029,718,1046
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v4,746,963,779,979
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v4,734,1030,757,1047
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v5,773,1030,800,1046
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v5,791,964,825,980
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v6,846,963,876,979
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v6,809,1028,837,1048
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v7,842,1041,864,1057
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v7,894,968,916,987
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v8,875,1039,898,1057
is09003_bmp.rf.39470b0ca6da1029a0cff40a962ac359.jpg,1080,1080,v8,927,969,951,986
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c0,47,204,69,219
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c1,85,203,107,218
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c2,121,205,142,221
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c3,156,206,177,220
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c4,196,206,219,221
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c5,236,204,260,221
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c6,271,208,289,222
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c7,314,207,337,224
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c8,357,205,382,223
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c9,391,202,419,222
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c10,430,202,458,223
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c11,461,205,493,224
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c12,506,207,537,228
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c13,547,208,571,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c14,579,207,611,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c15,622,206,654,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c16,668,207,696,223
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c17,709,209,741,226
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c18,755,210,792,230
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c19,798,213,820,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c20,837,214,863,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c21,872,214,894,229
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c22,904,214,928,228
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c23,47,268,72,286
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c24,85,269,111,285
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c25,121,270,142,284
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c26,151,263,179,283
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c27,196,270,218,284
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c28,234,267,256,284
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c29,269,270,294,285
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c30,314,261,339,284
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c31,354,272,377,287
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c32,392,272,417,287
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c33,433,270,457,286
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c34,467,272,489,286
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c35,503,273,527,288
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c36,541,273,563,289
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c37,572,266,599,287
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c38,616,268,648,287
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c39,658,269,685,287
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c40,695,272,721,288
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c41,738,265,765,288
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c42,769,273,791,289
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,c43,810,271,839,291
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v18,848,274,871,295
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v19,876,274,898,295
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v0,49,365,68,380
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v1,83,364,102,378
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v17,120,363,140,377
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v15,157,362,177,386
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v9,193,364,208,378
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v10,227,363,248,378
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v11,259,353,287,378
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v13,294,352,318,379
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v14,325,353,355,380
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v12,371,360,392,379
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v2,406,357,427,368
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,t4,446,357,463,370
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v16,480,353,499,370
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,t0,521,359,531,372
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,t1,563,357,586,374
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,t2,601,357,622,371
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,t3,635,359,652,370
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v3,674,357,692,368
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v4,707,356,733,370
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v5,749,357,773,372
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v6,783,356,811,371
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v7,827,379,840,390
ST03013_bmp.rf.3c76112d1650777c3edd9534a23d0eee.jpg,1080,1080,v8,860,379,876,390
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c0,52,199,71,216
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c1,87,199,107,216
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c2,123,201,142,217
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c3,164,199,183,215
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c4,200,199,220,215
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c5,241,201,261,217
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c6,280,201,298,217
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c7,317,200,335,216
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c8,355,200,376,216
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c9,396,199,417,217
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c10,428,198,455,218
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c11,466,201,491,218
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c9,511,202,536,220
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c13,549,203,572,226
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c14,589,203,612,227
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c15,624,202,656,226
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c16,669,204,694,220
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c17,707,202,736,221
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c18,756,202,788,219
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c19,800,204,823,220
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c20,837,205,862,221
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c21,873,206,896,222
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c22,909,206,934,222
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c23,51,265,70,282
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c24,89,268,109,280
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c25,125,268,146,280
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c26,163,260,183,281
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c27,203,268,223,282
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c28,242,261,264,282
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c29,283,269,305,283
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c30,322,262,345,285
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c31,365,269,386,284
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c32,403,270,421,284
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c33,441,270,461,285
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c34,477,271,498,286
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c35,503,271,526,286
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c36,547,272,565,286
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c37,583,269,605,288
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c38,619,273,643,289
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c39,660,268,684,287
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c40,703,273,726,287
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c41,741,268,768,287
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c42,781,275,803,291
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,c43,813,272,836,290
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v18,860,276,876,294
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v19,889,276,910,296
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v0,50,360,68,378
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v1,90,360,107,379
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v17,125,361,146,379
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v15,161,361,180,379
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v9,198,361,212,376
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v10,230,359,250,376
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v11,264,355,290,378
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v13,298,354,323,379
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v14,333,352,357,380
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v12,374,364,395,382
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v2,410,358,431,369
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,t4,442,358,468,371
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v16,484,358,504,373
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,t0,525,360,543,374
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,t1,563,356,589,376
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,t2,597,358,623,374
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,t3,635,359,655,373
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v3,667,360,689,374
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v4,708,359,732,375
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v5,747,359,770,375
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v6,783,360,808,375
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v7,829,375,849,389
WD010051_bmp.rf.1cc9145de98af03701f46a0e2a334fba.jpg,1080,1080,v8,866,376,884,388
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c0,47,220,68,234
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c1,83,217,100,232
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c2,119,218,139,232
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c3,161,220,182,234
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c4,196,218,223,235
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c5,232,219,260,236
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c6,277,216,299,232
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c7,311,217,333,233
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c8,346,217,369,233
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c9,390,216,411,235
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c10,425,217,450,235
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c11,468,220,497,236
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c12,508,219,532,239
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c13,571,220,592,241
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c14,598,220,620,243
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c15,632,218,653,240
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c16,663,216,687,231
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c17,705,218,733,234
ST02013_bmp.rf.59b4079995835e4fa1c3958018122da7.jpg,1080,1080,c18,751,218,779,235
